"kanji-key-観","観","N4","4-3","","View","Meaning mem:<br/>There's an arrow in a turkey that you can see in your view. The turkey seems to be viewing you too, from afar. HINTS View the turkey as the turkey views you. View the arrow stuck in it too.<br/><br/>Reading mem:<br/>As you view the turkey, Genghis Khan (かん) suddenly comes into your view too. He towers over the injured turkey, leans down, and... pulls the arrow out!? HINTS As you view this strange scene, Genghis Khan turns and views you viewing him. He points two fingers to his eyes and then to you, and marches off into the woods. You also view the turkey running off in the other direction.<br/><br/>Readings:<br/>On’yomi かん Kun’yomi み Nanori None<br/><br/>Radicals:<br/>矢 Arrow 隹 Turkey 見 See","","","kanji-writing-N4-4-3"
"kanji-key-朝","朝","N4","2-3","","Morning","Meaning mem:<br/>There's a cross sticking out the top of the sun and another cross sticking out the bottom. The moon is off to the right. That's because it's the morning, which is when the sun and moon switch over. Those crosses are making sure the sun stays high in the sky for the rest of the day. HINTS Imagine a sun attached up in the sky with two crosses, which act as scaffolding, and the moon gradually fading off to the right as the morning wears on.<br/><br/>Reading mem:<br/>Every morning you have Asahi (あさ) beer for breakfast. HINTS You watch the sun scaffolded by crosses, and the moon next to it, as you sip on your early-morning Asahi.<br/><br/>Readings:<br/>On’yomi ちょう Kun’yomi あさ Nanori None<br/><br/>Radicals:<br/>十 Cross 日 Sun 月 Moon","あさ<br/>ちょうしょく<br/>あさひ<br/>あさばん<br/>まいあさ","朝<br/>朝食<br/>朝日<br/>朝晩<br/>毎朝","kanji-writing-N4-2-3"
"kanji-key-晩","晩","N4","2-3","","Night","Meaning mem:<br/>The sun has an excuse for disappearing at night. The sun gets really tired, same as anyone else – so when night rolls around the sun excuses itself and goes to sleep. It’s a valid excuse. HINTS Imagine you’re the sun, working all day. Of course you get tired. This is a good excuse to go to bed at night and get some rest. Feel how sore and hot and sweaty and exhausted you are after a hard day’s work of being the sun.<br/><br/>Reading mem:<br/>Since you’re the sun, it’s pretty bright, so before you excuse yourself for the night, you’re wearing Ray-Ban (ばん) sunglasses. You keep these Ray-Ban sunglasses on all day to protect your eyes from being burned by yourself. HINTS You’re a pretty cool dude. Ray-Bans are cool. You even wear them at night you’re so awesome. Yeah.<br/><br/>Readings:<br/>On’yomi ばん Kun’yomi None Nanori None<br/><br/>Radicals:<br/>日 Sun 免 Excuse","あさばん<br/>ばんごはん<br/>こんばん","朝晩<br/>晩ごはん<br/>今晩","kanji-writing-N4-2-3"
"kanji-key-昼","昼","N4","2-3","","Noon","Meaning mem:<br/>The sun rises from the ground, and on top of it is a giant shrimp. It doesn't do anything except for every day right at noon, when it tells you the time. ""Hey guyz, it's noon, mmk?"" HINTS Really try to imagine this giant shrimp on the sun as a normal thing that happens, without fail, every day. The shrimp also tells the time right at noon, every day (so important you stress remembering that it's noon, not some other time). Maybe you could have him sing a ""noon song"" in your imagination as well.<br/><br/>Reading mem:<br/>At noon, the shrimp also puts on its high heels (ひる) to get ready for the evening, where it wants to make sure it looks good for the other shrimp he/she meets later on. HINTS Right after the shrimp's announcement, imagine it struggling to put on heels, while sitting on the sun. This shrimp is almost bigger than the sun, actually, so all its struggles with its heels are easy to see.<br/><br/>Readings:<br/>On’yomi ちゅう Kun’yomi ひる Nanori None<br/><br/>Radicals:<br/>尺 Shrimp 日 Sun 一 Ground","ひるやすみ<br/>ちゅうしょく<br/>ひる","昼休み<br/>昼食<br/>昼","kanji-writing-N4-2-3"
"kanji-key-夜","夜","N4","2-3","","Night","Meaning mem:<br/>A leader is wearing a lid and is standing outside in winter. Plus it's raining and he's covered in drops of water. On top of all this, it's night. HINTS If it helps, you can come up with a reason why he's outside in the winter at night. Also, why is he wearing a lid on his head? Probably because he's protecting his people from something that comes at night.<br/><br/>Reading mem:<br/>Question is, what is he protecting them from during the night? Turns out, it's the Yankees (や) baseball team. They're out for blood, and only the leader can protect us. HINTS Imagine the Yankees stomping towards the leader, baseball bats in hand, blood on their faces. They're here to eat, and nobody will stop them. Feel the fear of their approach. Will you survive another night with them on the prowl?<br/><br/>Readings:<br/>On’yomi や Kun’yomi よ, よる Nanori None<br/><br/>Radicals:<br/>亠 Lid ｲ Leader 夂 Winter 丶 Drop","よる<br/>よみち<br/>やしょく<br/>よなか<br/>しんや","夜<br/>夜道<br/>夜食<br/>夜中<br/>しん夜","kanji-writing-N4-2-3"
"kanji-key-前","前","N4","2-3","","Front","Meaning mem:<br/>There are some horns on the ground and a moon knife in front of you. When you try to move, they always rotate around with you, staying right in front. You can't escape these objects, for some reason. This kanji means before too. Something that's in front of you is before you, after all. HINTS Perhaps it's some kind of magic, but you don't care. Why are these strange objects always in front of me? Why won't they stay put? This will get pretty freaky after a while. Try to run. Try to hide. Spin around. Do whatever you need to do. No matter what, these objects are always in front.<br/><br/>Reading mem:<br/>You're going crazy with these things in front of you all the time. You finally seek the help of a Zen (ぜん) master, who tells you that meditation will save you from this curse. You try it out, and sure enough, the objects are gone! It worked! HINTS Go ahead and do some Zen Buddhist meditation. Maybe it'll help you to remember this kanji's reading better (and calm your mind so you're ready for the next kanji!).<br/><br/>Readings:<br/>On’yomi ぜん Kun’yomi まえ Nanori None<br/><br/>Radicals:<br/> Horns 一 Ground 月 Moon 刂 Knife","ぜん<br/>なまえ<br/>ぜんごさゆう<br/>ぜんはん<br/>まえうしろ","前<br/>名前<br/>前後左右<br/>前半<br/>前後ろ","kanji-writing-N4-2-3"
"kanji-key-後","後","N4","2-3","","Behind","Meaning mem:<br/>If you loiter around to poop in winter you never know what could be happening behind you. After you're done you could turn back to see something really crazy that you missed because you took so long to poop in the cold. HINTS Imagine trying to loiter while you poop in the winter. You're just trying to take your time as you squat over the snow, but soon you hear things behind you.<br/><br/>Reading mem:<br/>You finally look behind you and see Godzilla (ご) and a giant こういち having a violent battle back there! HINTS Godzilla and こういち were going at it behind you the entire time you were just lazily taking a poop in the snow?! Ahh, that's so embarrassing! And also dangerous, they could have crushed you! You should look behind you more.<br/><br/>Readings:<br/>On’yomi ご, こう Kun’yomi うし, あと, のち Nanori None<br/><br/>Radicals:<br/>彳 Loiter 幺 Poop 夂 Winter","ぜんごさゆう<br/>うしろ<br/>あと<br/>まえうしろ<br/>ぜんご","前後左右<br/>後ろ<br/>後<br/>前後ろ<br/>前後","kanji-writing-N4-2-3"
"kanji-key-午","午","N4","2-3","","Noon","Meaning mem:<br/>The slide is dry at noon. The sun is brightest at noon, so it dries the morning dew off the slide, making noon the perfect time to slide. HINTS Picture all the kids out sliding on the slide at noon during their lunch break. It's hot and dry and they're very happy.<br/><br/>Reading mem:<br/>Noon also happens to be the time Godzilla (ご) decided to attack for the same reasons: it's dry and kids are using the slide. HINTS Watch in horror as Godzilla's giant foot crushes all the kids and their slide at exactly noon. You'd better go...<br/><br/>Readings:<br/>On’yomi ご Kun’yomi None Nanori None<br/><br/>Radicals:<br/>丿 Slide 干 Dry","ごぜん<br/>ごご<br/>しょうご<br/>ごぜんちゅう","午前<br/>午後<br/>しょう午<br/>午前中","kanji-writing-N4-2-3"
"kanji-key-早","早","N4","2-3","","Early","Meaning mem:<br/>When the sun is over the cross it's time to go to church... which is so darn early. And if you want to get to church early, you need to be fast, otherwise you'll be too late. HINTS Imagine the sun coming up slowly, over the horizon. It then lines up with the cross, and at that moment, your alarm goes off, waking you up. You check the alarm clock, and instead of displaying the time, it just says EARLY and FAST on it, flashing in big red letters and alternating.<br/><br/>Reading mem:<br/>To remember the そう reading we use the word ""soul."" When you're forced to get up fast and early you can feel it in your soul (そう). You're so tired and it's so early, your soul cries out, ""Please don't make me go this fast this early. I'm gonna leave your body if you keep this up!"" HINTS But you get your soul up early and head to the church fast anyway, because you're doing all of this for your soul in the first place!<br/><br/>Readings:<br/>On’yomi そう Kun’yomi はや, さ Nanori None<br/><br/>Radicals:<br/>日 Sun 十 Cross","はやく<br/>そうちょう<br/>はやい<br/>はやくち","早く<br/>早朝<br/>早い<br/>早口","kanji-writing-N4-2-3"
"kanji-key-便","便","N4","2-2","","Convenience","Meaning mem:<br/>A leader stands upon the ground of the rice paddy. He is searching for treasure. It is said that this treasure here in this rice field will make things much easier for the leader (that's what leaders really want, after all). If he gets this treasure, it will be a great convenience for him, because convenience is everything when you're the leader. HINTS Imagine the leader looking around the rice paddy. He keeps saying, ""Ugh, it would be convenient if I didn't have to walk around out here looking for the treasure that's going to make things more convenient for me. Ugh."" Go ahead and say this phrase out loud, too, pretending to be the leader in the rice paddy. Feel the cold and the wet, making it less convenient for you.<br/><br/>Reading mem:<br/>He finds a place to dig in the ground. It looks like there's some fresh dirt here. Finally, the treasure of convenience that will make this leader's life so much easier. He digs into the ground and pulls out a box. When he opens it, he finds out it's a bento (べん). My god, he thinks. This really will make my life more convenient. My people can take their lunches with them now instead of coming back to base to eat, which will waste way less time! HINTS Feel the happiness that the leader would feel at this revelation. It will make everything much more convenient for him, since he's not the one doing all the manual labor. He won't have to eat out of a bento, that's for sure.<br/><br/>Readings:<br/>On’yomi べん, びん Kun’yomi たよ Nanori None<br/><br/>Radicals:<br/>ｲ Leader 一 Ground 田 Rice Paddy メ Treasure","べんり<br/>ゆうびんきょく<br/>びん<br/>たより<br/>べんき","便利<br/>ゆう便きょく<br/>便<br/>便り<br/>便き","kanji-writing-N4-2-2"
